actor_id,actor_login,degree,gender
6697940,houndci-bot,1127,
42910462,golangcibot,794,
19940114,codacy-bot,625,
30008653,hound[bot],520,
36754821,codeclimate[bot],447,
980082,liggitt,443,
45469,ljharb,419,
3181692,MartinHjelmare,404,male
170270,sindresorhus,361,
331852,neolit123,338,
22591623,sftim,337,
243674,nicolas-grekas,326,
5220533,chrisburr,315,
855702,Centril,312,
953992,jreback,306,
1297909,nschonni,305,
1163175,smarterclayton,303,
439401,stof,298,
2584963,drashna,292,female
2642209,stephentoub,288,
1444314,balloob,286,
917931,BenTheElder,277,
320553,scopatz,261,
52195,mcollina,259,
609873,WillAyd,238,male
6668460,jkotas,238,
28888242,worldofpeace,235,
1312546,TomAugspurger,235,male
995707,OskarStark,235,male
6477701,HyukjinKwon,230,
822522,srowen,230,unisex
4701338,akien-mga,220,
235188,tedyu,216,male
1404810,SimenB,216,female
1980544,fxcoudert,215,
4781841,fauxpark,214,
78827,jnothman,214,
5595220,thockin,214,
6233452,derekwaynecarr,214,
330628,RalfJung,213,male
3709715,cclauss,210,
47313,fabpot,209,
96200,Mic92,209,male
37149781,kalexand-rh,209,
17426603,bjorn3,208,male
5234427,isuruf,208,
6385855,danmosemsft,205,
7673602,jonringer,205,
9700541,dongjoon-hyun,204,
4546722,brancz,204,
8225098,deads2k,203,
18669334,noroadsleft,202,
34150,ashb,201,male
12699319,andrewsykim,199,
64996,alexcrichton,197,
103023,kennytm,197,
469983,bgruening,197,
7882269,marcelotrevisani,195,
11063618,dbkinder,195,
95136,davidfowl,194,
657779,greg0ire,194,
20525370,Infinisil,193,
216080,nikic,188,female
647318,lavalamp,186,
3523016,yurishkuro,186,
12971179,mairaw,186,female
209920,wking,185,male
718899,Trott,184,
730123,sttts,184,
6305260,mattklein123,183,
4408379,lex111,183,male
21194782,timja,183,
7165771,pedrobaeza,183,
2129135,FRidh,180,
1408396,sharwell,179,
419821,pieh,179,male
425260,eric-wieser,179,
576341,soltysh,178,
1804568,thaJeztah,178,female
1120926,wardpeet,177,
705123,jtojnar,177,
24448061,msau42,177,
578543,webknjaz,175,
6527137,ahsonkhan,174,
915544,detiber,173,
59071,tchaikov,172,
3481311,abhinavdahiya,172,
73419,javiereguiluz,170,
623453,howardjohn,169,
16105680,nikhita,169,female
1957048,xabbuh,169,
7755101,aanderse,169,
10914751,htuch,168,
1484494,SMillerDev,168,
49258,spiffxp,167,
70274,xhochy,167,
155810,ekohl,167,male
7328370,stevekuznetsov,167,
16011037,stickler-ci,165,
2963726,0xc0170,164,
5106466,thymikee,163,
11748095,ExcessiveUseOfCobblestone,162,
899444,addaleax,162,
1506493,derrabus,162,
23304,dims,161,male
100893,justinsb,160,
169553,timothysc,160,
12292047,eps1lon,160,
7115638,brian-brazil,160,
332036,oli-obk,160,
195327,frenck,159,
183879,flokli,158,
3182036,cloud-fan,157,
10743879,wojtek-t,157,
3269376,mattjmcnaughton,155,
5781356,felixfontein,154,
194609,bcoe,154,
3000480,oleg-nenashev,154,
950575,ocefpaf,153,
4564579,CyrusNajmabadi,152,male
1431969,cblecker,152,
3165635,oliviertassinari,151,
8291187,eerhardt,151,male
19036,matthewbauer,150,
10642668,bartonjs,150,
1279749,gsmet,150,
20448157,klaasnicolaas,149,
154109,jglick,149,
1810591,asottile,149,
12021217,adamjstewart,149,
5061,alextp,148,
62991,mattfarina,148,
98330,rgommers,148,
1020496,jorisvandenbossche,148,
904614,gnzlbg,147,
3019665,jakirkham,147,
12058428,mik-laj,147,
15225902,lzutao,146,
1787169,mikedanese,146,
8918108,ericstj,145,
154256,Ocramius,145,
9582,josevalim,144,
2829600,GrahamCampbell,144,male
10487869,tannergooding,143,
1335366,dirk-thomas,143,
47848,rafaelfranca,142,
17664321,nikul-serpentcs,142,
4567934,evilebottnawi,142,
5296416,beckermr,141,
1696019,kbhawkey,141,
4115580,cpanato,141,
1055245,Ericson2314,140,
972891,DanielRosenwasser,140,male
1048514,travisn,140,male
13564,ezyang,139,
551378,squeed,139,
194129,vstinner,139,
2865885,felixxm,139,
275871,bnoordhuis,139,
96040,danwinship,138,
11132525,Night-Pryanik,138,
1711539,matklad,138,
699132,gziolo,138,
25641402,juippis,138,
9110200,fmassa,137,female
1821173,Tratcher,137,
6788290,bsipocz,137,
507615,afc163,137,
940341,fejta,136,
57224,dunglas,135,
29742491,tallclair,135,
2544323,optimumtact,135,
278,gnufied,134,
1167259,spadgett,134,
2293967,lguohan,134,
633765,Akasurde,133,
306380,mrocklin,133,
1016047,lizan,133,female
1047696,ro0NL,132,male
1430011,rynowak,131,
1455697,sfackler,131,
9766,blueyed,130,
116184,fabaff,130,
1699443,vitorgalvao,130,
695473,saschagrunert,130,
6493255,draveness,130,
22899328,safern,130,female
16197393,ahardin-rh,130,
12637,rwjblue,129,
609230,SebastianBoe,129,male
77424,eddyb,128,male
1721820,pitrou,128,
4974046,bparees,128,male
290303,jespino,128,
567897,justaugustus,127,
617481,domenic,127,male
1697911,pakrym,127,
8202871,rshriram,127,male
9354727,SataQiu,127,
1774000,agnivade,126,
272444,youknowriad,126,
25971091,accesslint[bot],126,
1050762,bsideup,125,
676637,feiskyer,125,
6450081,aojea,125,
47324920,nemvar,124,
42606352,ATH1909,124,
5952481,devsnek,124,
8052792,sheetalkamat,124,
1544111,annevk,124,
7443887,bergerhoffer,123,
692303,maropu,123,
184316,muescha,123,
11345431,PatrickLang,123,male
9248427,AkihiroSuda,123,male
1045233,marcysutton,123,
20340,axic,122,
5268763,zz-jason,122,
630936,rth,122,
15338540,pvizeli,122,
11698744,fredrikekre,122,
1745006,jsafrane,122,female
22780957,geeknoid,122,
823911,mattip,122,male
24086,markstory,121,
68855,viirya,121,
125011,MikeMcQuaid,121,male
22290914,iSazonov,121,
6508,vdemeester,120,
14308438,bsalamat,120,unisex
4981219,alalek,120,
2365790,larsoner,120,
9929737,sbrl,120,
76716,grahamc,119,male
8078968,jbrockmendel,119,
13374016,hzxuzhonghu,119,
2918873,neheb,119,
1513154,kfox1111,119,
5367567,Rechi,118,
3889017,ExE-Boss,118,
3924690,DSchau,118,
7660997,bilelmoussaoui,118,
9373002,mhdawson,118,
354,ncdc,117,
9010698,weshaggard,117,
6399679,MarcoFalke,117,male
3262098,dashpole,117,
16417047,galak,117,female
1015200,tas50,117,
3118335,vincepri,117,
17607,sam-github,116,
146967,jaredpar,116,
276796,Conan-Kudo,116,
5047365,Mark-Simulacrum,116,
1638467,katbyte,115,
10886961,rpetrusha,115,male
506932,emersion,115,
73085,Jessidhia,114,
6950331,bwplotka,114,
1227763,goderbauer,114,
183673,janpio,114,
1287154,oomichi,114,
836171,bcoca,114,female
341866,bastelfreak,114,
8822573,BridgeAR,114,male
1617736,Manishearth,113,
81942,mathiasbynens,113,
6399000,dpryan79,113,
229881,styfle,113,
841763,sirreal,113,
25005517,mreficent,113,
1054056,markcowl,112,
1217238,shoyer,112,
244096,cgwalters,112,
16541325,hanzei,112,
303201,JamesNK,112,male
7701981,sidharthachatterjee,112,
12450381,carlescufi,112,
551196,Hixie,111,
5825248,KrisBash,111,female
75470,nguerrera,111,
2333931,ioannisg,111,male
1324225,hugovk,111,
2512748,cjihrig,111,
10532611,felixfbecker,110,
66577,JakeWharton,110,male
7412651,ViktorHofer,110,male
1148549,edolstra,110,
1190450,NicolasHug,110,male
1779930,aduth,110,
8620741,dnfield,110,
293473,sandersn,110,male
349618,keszybz,110,
10393198,vsemozhetbyt,110,
439929,jasnell,110,
4196,hadley,109,male
1134248,Fokko,109,male
9800850,Andarist,109,
3050060,GuillaumeGomez,109,male
6212603,auvipy,109,
7813699,yastij,109,male
3659035,serhiy-storchaka,109,
6833237,OttoWinter,108,male
7903078,tylerjereddy,108,
594614,driesvints,108,
104795,mmahut,108,
755849,sdake,108,male
344610,dwijnand,108,male
41759,tmat,107,female
43198,ehuss,107,
49038,orta,107,
1142958,benaadams,107,
3768583,gchanan,107,male
666005,tombuildsstuff,107,
155238,nikomatsakis,107,
1289147,markusthoemmes,107,
934260,wing328,107,
2130732,poettering,106,
2658224,tariq1890,106,male
112982,jridgewell,106,
660048,krwq,106,
30635565,AaronRobinsonMSFT,106,male
245573,veprbl,106,
2932786,weswigham,106,
433031,liewegas,106,
10926354,dcbw,106,
1108325,Zimmi48,105,
6396159,ararslan,105,
10090263,jhendrixMSFT,105,
161052,agramfort,105,
1282691,KristofferC,105,male
6025220,Ma27,105,female
1391051,Cadair,105,male
32407840,vexx32,105,
5755834,gfoidl,105,
1661688,casz,104,male
154768,ulfalizer,104,
4403806,RussKie,104,male
2442466,mattmoor,104,
16662068,krmayankk,104,
439362,normanmaurer,104,
2320,alloy,103,
3248,zimbatm,103,
10524058,yujuhong,103,
578547,jderusse,103,
103882,bbatsov,103,
1694083,vanzin,103,
163000,clalancette,103,
7000710,nicolo-ribaudo,103,
5972388,rob006,103,male
265023,jaypipes,103,
806360,mattclay,103,
1373887,bogdandrutu,103,
912735,leseb,103,
22076,pohly,102,
549577,cchaos,102,
27658,jdm,102,male
11567269,gatorsmile,102,
87168,simison,102,
3259089,SimonSchick,102,male
5963049,cramertj,102,
6036785,SamiSousa,102,male
310393,Stebalien,102,
940557,gundalow,102,
22960744,mf2k,102,
5751617,petrochenkov,102,
9469110,eolivelli,101,
8975114,jonahwilliams,101,
610090,Tobion,101,
90008,hmaarrfk,101,
5334504,saturninoabril,101,
110765,mgorny,101,
121003,weaverryan,101,
8648854,Lauragra,101,
1377457,pganssle,101,
9273653,gfyoung,101,
15110018,johanste,101,
63311,compnerd,100,
114501,vrutkovs,100,
3347530,rainersigwald,100,
4461983,gyliu513,100,
810438,gaearon,100,
1891350,7c6f434c,100,
3534524,promag,100,
15097531,jrose-apple,100,
3624790,l0k0ms,100,
1627801,morgante,99,
64686,carltongibson,99,
87915,rdblue,99,
9537734,kyessenov,99,
109974,Therzok,99,
161631,tianon,99,male
18574308,erwango,99,
3972343,tirkarthi,99,
25517624,j-f1,99,
886074,teto,99,female
8345184,PKPenguin321,99,
2587585,simonpasquier,99,
28612,gunnarmorling,98,
7383422,DanyC97,98,male
6358735,alexellis,98,
126646,laanwj,98,
1234602,ninjanomnom,98,
42699974,anothersimulacrum,98,
30738253,maxice8,98,
1500684,kentcdodds,98,
1048079,danielnelson,98,
1580956,chenrui333,97,
10508071,amcasey,97,
4742747,mikeller,97,
51479,seanmonstar,97,
54385,halter73,97,
598796,eladb,97,male
174281,pranavkm,97,
2806980,ravbhatnagar,97,
356399,asvetlov,97,
1929644,apelisse,97,
1944671,duglin,97,
7806504,liach,97,
16213433,ZhilkinSerg,97,
9950081,SergeyKanzhelev,97,male
1080370,siddontang,96,
1098415,jukkar,96,male
13205768,noniagriconomie,96,
3277310,hmhealey,96,
144328,findepi,96,
5445507,richardlau,96,
3902892,rbuckton,96,
380403,barthalion,96,
7826565,practicalswift,96,
1023171,lieut-data,96,
64215,adriancole,95,
1638682,lonng,95,male
1147167,mwcraig,95,
12689835,blindpirate,95,
6431421,dougbu,95,
9092011,uniqueiniquity,95,
1786438,jonas-schievink,95,
329591,wesm,95,male
6172539,MaureenHelm,95,female
5127634,oxinabox,95,
6806011,dotlambda,95,
20987591,Qustinnus,94,
16328050,carusogabriel,94,
119737,DirectXMan12,94,
22167799,rlubos,94,male
13260377,Ash258,94,male
5094756,tengqm,94,
4676718,slava77,94,male
7574,anurse,93,
15001,lpereira,93,
6324199,timneutkens,93,
1606434,estebank,93,male
5307138,JohnAZoidberg,93,male
1699466,michaelpj,93,
2768870,alyssais,93,
189114,bflad,93,
8604205,gkalpak,93,
44294945,gestap,93,
1329312,spalger,93,
860276,kevingranade,93,
5618424,pavolloffay,93,
2000835,rhatdan,93,
6209658,ShizCalev,93,
5723682,tjprescott,93,
1538838,adambkaplan,93,
2611789,kit-ty-kate,93,
27816891,adrianschmutzler,92,
148917,behlendorf,92,
17042885,nvlsianpu,92,
7644508,danny0405,92,male
1916485,breeswish,92,
43312,dhellmann,91,
5821883,Random-Liu,91,
11657829,ravisantoshgudimetla,91,
10090014,bmoore-msft,91,
164562,objectiser,91,
8302101,jkotalik,91,
25613829,TomSweeneyRedHat,91,male
9958374,mijin85cho,91,
18299,davidkarlsen,90,
7454015,glemaitre,90,
9039012,XuHuaiyu,90,male
1185309,xing-yang,90,unisex
800375,mandarjog,90,
8184940,JeremyKuhne,90,male
327925,takluyver,90,
388198,dagwieers,90,
11404065,Eomm,90,
1462701,PierreRambaud,90,male
426388,jeherve,90,
964298,pabigot,90,
2626883,szha,89,
3153638,Profpatsch,89,
100427,wjwwood,89,
37337818,yungezz,89,
642698,orlangur,89,
2752495,frankbu,89,
5378891,zombieJ,89,
141300,Turbo87,89,
19572925,s-hertel,89,
180017,nashif,89,
4374975,geoand,89,
720259,pablochacin,89,
203583,munnerz,89,
1302850,joshfree,89,
7605307,eamanu,89,
4462409,cormacpayne,89,
18107181,k82cn,89,
1360539,bacongobbler,89,
350807,kaspth,89,
7725777,bgrant0607,89,
4058194,fabiocos,89,
924196,TomasVotruba,89,male
947971,cheftako,89,
1032570,jhedberg,89,
9230,electrum,88,
17327289,reyang,88,male
2680980,willingc,88,
1120448,nalimilan,88,
98927,chuckha,88,
107301,kvark,88,
16913290,anangl,88,male
146201,rhymes,88,
159209,ahmetb,88,male
190297,PiotrSikora,88,male
3874064,iamareebjamal,88,
12819531,dagood,88,
764767,vagababov,88,
1315079,kiszk,88,
1320667,SuperQ,88,
309739,Adam-,88,male
1359421,justinmk,88,
1382810,sferich888,88,
870154,marcoscaceres,88,
349621,XhmikosR,88,
1413276,joerchan,88,
904790,sstok,88,
32418083,mattmoor-sockpuppet,88,
4804,ryantm,87,
18356694,zadjii-msft,87,
2696087,natemcmaster,87,
1659704,scheibelp,87,
4299420,joyeecheung,87,
1693432,okurz,87,
1701782,resouer,87,
19529533,rousseldenis,87,
7502063,chalasr,87,
1230698,enxebre,87,
8125524,bboreham,87,
1309829,reitermarkus,87,
841956,swissspidy,87,
11859881,SteveL-MSFT,87,male
6232346,LiliC,87,female
5194834,actioninja,87,
500451,pfalcon,87,male
2119212,jsoref,86,
8969467,felixcheung,86,
14796031,dsgouda,86,
3799330,timokau,86,
199813,tacaswell,86,
44270338,fixmie[bot],86,
765153,spookydonut,86,
2352663,targos,86,male
383198,alcaeus,86,
408368,lyrixx,86,
449558,amueller,86,
25137612,a8ci18n,86,
80,ry,85,male
12642,kamipo,85,
12612165,Mugen87,85,
9468083,johnbelamaric,85,
35088,mbolivar,85,male
581548,tomusdrw,85,
84202,costinm,85,male
14316954,DHowett-MSFT,85,
1746272,GrabYourPitchforks,85,
1764393,filipnavara,85,
1813008,joshdover,85,
1317309,HeartSaVioR,85,
302677,nedrichards,85,
10833894,tarekgh,85,
1425903,Huang-Wei,85,
4047861,samdoran,85,
31348972,Youssef1313,85,male
2028198,yceruto,85,
19349244,ruthnaebeck,85,
3658119,fancyweb,85,
14157425,niklasad1,84,
1588319,linsun,84,
39340,sivel,84,male
616428,Timer,84,male
628387,arianvp,84,
153596,StefanKarpinski,84,male
174509,shepmaster,84,
191335,peppy,84,
1964376,SleeplessByte,84,
5674597,SsnL,84,
17208985,alexarice,84,
12049380,yue9944882,84,female
5758045,LucioFranco,84,male
6180,carllerche,83,
24747,ijuma,83,male
13159005,simonjayhawkins,83,
54666,mscdex,83,
61977,seberg,83,
3210446,zacharysarah,83,
5402633,thomasjpfan,83,
309258,russellb,83,male
321790,danielgustafsson,83,
8821783,mgaido91,83,
5725237,zentol,83,
42211,brandonroberts,82,
5313213,RandellDawson,82,male
1663864,adrinjalali,82,
7959095,evankanderson,82,
101816,asymmetric,82,
105127,developit,82,
22652369,ddebroy,82,
783069,harrism,82,male
8650424,CecileRobertMichon,82,female
10758568,janvorli,82,
291359,SimonSapin,82,male
1353258,ax3l,82,male
973709,Yajo,82,
25091963,ZackerySpytz,82,male
5169960,terrajobst,82,
5718007,bkchr,82,
1571408,jkoritzinsky,82,
11025917,kjbracey-arm,81,
5785200,Fox-McCloud,81,
6836917,luotao1,81,
1101242,raulk,81,male
7422273,mattcaswell,81,
10058240,datapythonista,81,
5378924,wuchong,81,
7499936,qw4990,81,
4924623,nsoranzo,81,
731337,christian-bromann,81,
13854455,joperezr,81,
17552371,steven-sheehy,81,
837034,bowei,81,male
32305648,n3wscott,81,
11355520,sidolov,81,
6197628,dstansby,81,
5158436,pi0,81,unisex
12595971,symphorien,80,male
58055,ecordell,80,male
1117321,rosti,80,
87115,kalbasit,80,
120441,staabm,80,
3300381,jleveque,80,
30060146,Couls,80,
4370550,wilzbach,80,
6496100,alvaroaleman,80,
20174683,egernst,80,
3943692,varkor,80,
798147,rycee,80,male
5545640,eric-haibin-lin,80,
4040623,mseri,80,male
902339,sergey-shandar,80,
18220477,alyssawilk,80,
12005495,ilevkivskyi,80,
493969,BillWagner,80,male
498775,MylesBorins,80,male
9954349,cl8n,80,
3548,AArnott,79,
533861,rybakit,79,
6309070,cartermp,79,
43051,lamberta,79,female
50872,szuecs,79,
67430,giuseppe,79,male
2744778,kellychurchill,79,
2746074,timabbott,79,
1174646,mati865,79,male
126339,domenkozar,79,
132835,samueldr,79,
2299951,pietroalbini,79,
5459214,davidz627,79,
10716925,vllry,79,
1814174,ChrisRackauckas,79,male
26471269,lcawl,79,
11271197,jorgefilipecosta,79,
5013060,fabriziopandini,79,
302469,QuLogic,79,unisex
9773803,streamich,79,
4047233,AnturK,79,female
5100735,gaocegege,79,
4583066,apaszke,79,
2503903,dcalvin,79,male
797,tarcieri,78,
1880,vito,78,male
548843,teohhanhui,78,
2672110,Thraka,78,
1132307,jethrogb,78,
635179,merwok,78,
21148125,douglas-reid,78,
189835,littledan,78,
5441976,wu-sheng,78,
3347559,vikram-redhat,78,
3387369,andrewboie,78,
250852,marek-safar,78,
298299,ironcladlou,78,
19172805,jingxu97,78,
1891063,shawn-hurley,78,
1390773,dkayiwa,78,
870638,srenatus,78,male
349336,iliakan,78,
1940490,dtolnay,78,
963242,dpshelio,78,
22460039,majastrz,78,
447804,tfoote,78,
2090236,pllim,78,
523590,jpbetz,78,
13352,cpojer,77,
548304,batrick,77,
2199511,Nightfirecat,77,
1689183,epicfaace,77,
10605811,mavasani,77,
16899589,nordic-krch,77,
124581,dmlloyd,77,
5368500,hamishwillee,77,
664258,jsnajdr,77,
165205,lafriks,77,
2796466,hawkw,77,
18537445,kbostrom,77,
26959437,leviding,77,
27009821,VuThiTranVan,77,male
33834933,Tlaltecuhtli,77,
49134743,MyronFanQiu,77,male
30275821,houseroad,77,
38162891,illfated,77,
434827,bcoles,77,
2577440,tqchen,77,
1532486,heaths,77,male
30922556,lilin90,77,female
524162,rix0rrr,77,
772,alex,76,male
25209155,mburke5678,76,
1095675,luke-jr,76,
48161,sdodson,76,
71486,asmeurer,76,
5419904,zhouyx,76,
8055242,ingvagabund,76,
1831569,daniel-beck,76,
260086,cmonr,76,
791275,jvz,76,
799078,cpuguy83,76,male
24417923,c0bw3b,76,
1392107,nabobalis,76,
354496,jboxman,76,
1408093,olafurpg,76,
6138251,sarahmaddox,76,
2030323,JunTaoLuo,76,male
4739042,dillaman,75,
43848,ynezz,75,female
67641,martinthomson,75,
43585668,ryansbenson,75,
5334145,cjwagner,75,
131856,raboof,75,
1192433,rouault,75,
44193521,aeros167,75,
157646,matzew,75,male
173918,trustin,75,male
5427967,aguibert,75,male
7001223,enj,75,female
7009879,rjmholt,75,
2292638,muglug,75,
201340,jasonmalinowski,75,
743057,danbst,75,
18114231,Madhu-1,75,
1942589,jmarantz,75,
5115805,deathbeam,75,
6740773,juan131,75,male
4704810,cynepco3hahue,75,
3665167,kkraus14,75,
10111,mattn,74,male
1608406,tbursztyka,74,
17863526,jonjohnsonjr,74,
10536136,songy23,74,
17890620,dzhulgakov,74,
65531,marsam,74,male
1174278,satya164,74,female
3277153,andrewbranch,74,
6949944,winkyao,74,
17460631,prsunny,74,
12225508,PranavSenthilnathan,74,male
173661,kripken,74,
2823529,caesarxuchao,74,
1272873,Hilbrand,74,male
15965696,kezhenxu94,74,
6528957,grlee77,74,
2347409,lmolkova,74,
9744647,flip1995,74,male
838736,jelbourn,74,
4550046,gavanderhoorn,74,
1443911,lpinca,74,
18221333,miniksa,74,
8266075,DIYgod,74,
4660275,sobolevn,74,
3629705,jmacd,74,
9939684,jtattermusch,74,
6802489,thewilsonator,74,
10516582,Anipik,73,
1085180,nicoddemus,73,
10575562,seanlip,73,
1151289,lemrey,73,
647359,tomchristie,73,
1218431,jacobperron,73,
3328185,rootsongjc,73,
43188587,analysis-bot,73,
6500863,mrbobbytables,73,
744556,JeffBezanson,73,male
1275206,Nyholm,73,
1282182,melekes,73,female
7574801,BrennanConroy,73,male
239685,Taluu,73,
6011991,adamsitnik,73,
252042,drupol,73,
17563226,alan-agius4,73,
1310570,soumith,73,
1856066,ritazh,73,
284515,klzns,73,
7708031,camilamacedo86,73,
5095435,BevapDin,73,
4063635,yf225,73,male
12502538,hachikuji,73,
6757047,enahum,73,male
2574405,sebastian-philipp,73,
2625279,martinvw,72,
7882754,pwittrock,72,
23789,nedbat,72,
53798,mrunalp,72,
1108148,krzyzacy,72,
5864305,ecraig12345,72,
621759,Lassulus,72,
127450,daxian-dbw,72,
161079,SethTisue,72,male
704877,logicalhan,72,
706967,KevinTCoughlin,72,male
18581488,alexey-milovidov,72,
762626,nrc,72,
765591,hex108,72,
35896542,rleungx,72,
254863,Crell,72,
867381,SunRunAway,72,female
355033,issyl0,72,
402301,cescoffier,72,
1991377,decentral1se,72,
2028541,sivaschenko,72,
5756858,tillrohrmann,72,
1571667,alexkrolick,72,
11236,bterlson,71,
1068968,dwnusbaum,71,
47294,samdark,71,
1159732,oscarbenjamin,71,
1693688,zooba,71,
144181,Majkl578,71,
692075,sbidoul,71,
3840695,am11,71,unisex
698003,thinkyhead,71,
8052115,rghetia,71,
8061296,ixdy,71,
6493296,nmittler,71,
213894,vlsi,71,
6014209,yugangw-msft,71,
2878341,nkolev92,71,
279612,zbeekman,71,
46418908,vpolets,71,
8681801,MrHohn,71,
48568725,JohanFreelancer9,71,male
350947,drewnoakes,71,
3524474,wschin,71,
903617,mtaufen,71,
6686356,gbbr,71,
1486805,toonn,71,male
30334081,mechmerlin,71,
3082655,akosyakov,71,
17774687,keithc-ca,71,
4199709,alalazo,70,
10217,Sjors,70,male
1097932,gengliangwang,70,
598730,guybedford,70,male
4269898,terrytangyuan,70,
3766511,helfi92,70,
10066027,rcaballeromx,70,
133019,swankjesse,70,
1190097,turt2live,70,
677833,talldan,70,
156888,xster,70,female
683713,davidvossel,70,
202643,Eilon,70,male
8080186,number213,70,
1796778,misterikkit,70,
24882762,gewarren,70,
1310872,ddevault,70,
11289391,StanczakDominik,70,
9724236,KrzysztofCwalina,70,male
1862641,roji,70,male
21266105,hpandeycodeit,70,
3442316,adellape,70,
41213312,knative-prow-robot,70,
863730,fanquake,70,
1391982,ezimanyi,70,
4069749,perrotta,70,
17204904,ramaraochavali,70,
32480799,aescolar,70,
1025424,tmds,70,
5751682,brendandburns,70,
8396979,AlexGhiondea,69,male
9293,charettes,69,
534619,JustinBeckwith,69,male
13119842,jasonblais,69,
1078448,bryevdv,69,
7906467,alejandrox1,69,
45136638,I-am-Erk,69,
2148959,rogyar,69,
595491,potiuk,69,
42542238,Ghommie,69,
33642766,gchaps,69,
10052848,saad-ali,69,
1701473,BusyJay,69,
685518,pzuraq,69,
2789820,mhvk,69,
18526288,scottmcm,69,
180032,Calinou,69,male
705211,Gallaecio,69,
712067,lioncash,69,
18549729,pizi-nordic,69,
4450522,crisbeto,69,
6042212,martindurant,69,
1848368,donmccurdy,69,
3989526,BlaineEXE,69,male
4534621,rmohr,69,
18708370,Flarna,69,female
1931904,AMurkin,69,
906600,JelleZijlstra,69,male
1962082,slintes,69,
25030997,JohnTitor,69,male
8811558,kaxil,69,male
5159123,J-N-K,69,
4672808,kpedro88,69,
1050156,lmazuel,68,
1596871,juliaogris,68,
39854,dereuromark,68,
54418,brettcannon,68,
66436,davidgraeff,68,
81045,lunny,68,male
83442,effigies,68,
2205845,pepyakin,68,
11659781,diizzyy,68,
127790,dscho,68,
130903,Hoverbear,68,
13238737,peterbell10,68,
26876514,tbpg,68,
146471,alexjfisher,68,
1722758,venilnoronha,68,
12230714,cwdsuzhou,68,
7528195,natebosch,68,
3335181,JoshuaKGoldberg,68,male
10683203,khenidak,68,
2301202,patrickhulce,68,
7569403,kokosing,68,
7052838,mtrmac,68,
247555,tswast,68,
777219,jlewi,68,male
38542602,anthony-c-martin,68,
11279988,vaikas-google,68,
5522890,jamescassell,68,
9232216,JoelSpeed,68,male
336161,patriknw,68,
4534389,BryanCutler,68,male
16069751,jeysal,68,
341954,lheckemann,68,
7684835,davidsh,68,male
345102,alexey-pelykh,68,
368084,Quy,68,unisex
1420062,tiancaiamao,68,
1427840,JonathanGiles,68,male
5111927,ChrisBAshton,68,male
11936386,vikaschoudhary16,68,
928489,larroy,68,
950561,MarkusTeufelberger,68,male
458526,ennru,68,
14922,ericl,67,male
15655,petebacondarwin,67,
12077877,disksing,67,
39992,gr2m,67,
67958,johnynek,67,
40974010,tralezab,67,
89061,ogrisel,67,female
91730,cofyc,67,
679122,nagisa,67,female
162090,steveloughran,67,
6986755,steveharter,67,
184683,eed3si9n,67,
1238659,cjcenizal,67,
3883441,a17r,67,
2866862,ignatenkobrain,67,
1301112,benpicco,67,
1829991,nyalldawson,67,
782704,mikehardy,67,
1839645,choldgraf,67,
2371880,333fred,67,male
829678,alexbatashev,67,
11322348,schaabs,67,
314716,astrofrog,67,
7133040,ryanofsky,67,
18154355,seanpmorgan,67,
26020263,crazycs520,67,
856507,rxwei,67,
3493255,legrego,67,
11371776,isra-fel,67,
1412254,tomaka,67,
1419688,julianoes,67,
5652049,zou3519,67,
426238,gasche,67,
28788585,ksigler7,67,
1005544,elharo,67,
496233,ostrolucky,67,
4178417,andyzhangx,67,
25674984,sdmaclea,67,
10471289,sanjaiganesh,67,
1037931,arcanis,67,
515813,sbc100,67,
23585223,Fikou,67,
13110571,MichalStrehovsky,66,unisex
21650,kapilt,66,male
27786,steveklabnik,66,
7894084,MarcoRossignoli,66,male
9477533,johscheuer,66,
2150711,overvenus,66,
81079,Nemo157,66,male
84712,dagar,66,female
89638,pocmo,66,
666915,johanandren,66,
13259670,yyoncho,66,
162737,joshtriplett,66,
698918,levitte,66,
1231218,1ec5,66,
188033,sampsyo,66,
1322974,anntzer,66,
1323194,emilio,66,male
17071139,ozevren,66,
325476,xuhdev,66,
3493830,phoracek,66,
30267855,samccann,66,
20315601,jodh-intel,66,
3020646,NicolasDorier,66,male
926747,mhoemmen,66,
32391752,81Denton,66,male
5131747,cweitkamp,66,
9864546,jfischer-phytec-iot,66,
952248,Keboo,66,
2033598,BoboTiG,66,male
466378,straight-shoota,66,
5211576,JJRcop,66,
8706,ereslibre,65,
10999,torkelo,65,male
17034,kevmoo,65,
1066253,robdodson,65,
5265989,alexanderbez,65,
33993,makortel,65,
8959638,mjsax,65,
74571,fitzgen,65,
1661831,incfly,65,
96308,ockham,65,
620876,boegel,65,
25279263,jamesgeorge007,65,
1716488,cpuhrsch,65,
151929,minrk,65,
3832699,jco-odoo,65,
13305542,armanio123,65,
2306138,cmb69,65,
209966,sqren,65,
210737,ImJasonH,65,female
244772,zcorpan,65,
781561,feanil,65,
330950,vtjnash,65,
1389908,richvdh,65,
4039449,samuelcolvin,65,
32884155,yliaog,65,
394889,collinjackson,65,
7767781,mykola-mokhnach,65,
492549,jni,65,female
16222711,lamxTyler,65,
8886672,chrisduerr,65,
1026649,ncoghlan,65,
523221,EgorBo,65,male
535934,sjrd,64,
18515,dvdplm,64,
6311784,rarkins,64,
17869838,emkornfield,64,
